CountryName,CountryCode,SeriesName,SeriesCode,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.BC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.BC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.CG.Z1,4.965964387,5.617184534,5.552125526,5.42760332,5.609099466,4.72445045,4.626859713,4.240883017,4.964889859,4.911839722,4.955941063,3.92296274
Albania,ALB,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.BC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.BC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.BC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.CG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.CG,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.CG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.CG.Z1,44.81128801,43.27242406,42.97974051,45.75725775,44.57196929,42.80784384,41.26111635,40.60369206,40.39453338,42.49736443,40.90655064,38.46527365
Albania,ALB,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.CG,7.56649E+11,7.6998E+11,7.81665E+11,8.54139E+11,8.59796E+11,8.50932E+11,8.5259E+11,8.72874E+11,8.85603E+11,9.55663E+11,9.43302E+11,9.11591E+11
Albania,ALB,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.CG.CD,7212366298,7468280372,7459346835,8017070096,7867830202,7449941093,7173664453,8153892632,8518688655,9736760180,9387958183,9703969031
Albania,ALB,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.CG.Z1,27.1764962,25.8236851,25.91627944,29.82236432,28.53832831,28.07896265,26.42739013,25.29378842,23.72522622,26.207712,25.65660781,25.58066549
Albania,ALB,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.CG,4.58882E+11,4.59501E+11,4.71335E+11,5.56686E+11,5.50506E+11,5.58152E+11,5.46077E+11,5.43751E+11,5.20148E+11,5.89348E+11,5.9164E+11,6.06238E+11
Albania,ALB,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.CG.CD,4374050691,4456845781,4497898654,5225137976,5037576867,4886642235,4594670379,5079410875,5003345715,6004565461,5888131789,6453456902
Albania,ALB,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.CG,83851500000,99950908500,1.00976E+11,1.01316E+11,1.082E+11,93912400000,95606100000,91168000000,1.08849E+11,1.10455E+11,1.14284E+11,92970528280
Albania,ALB,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.CG.CD,799270803.5,969455950.5,963598883.5,950963375.3,990116498.9,822206268.6,804426588.1,851639420.8,1047031551,1125373445,1137376942,989679919.8
Albania,ALB,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.CG.Z1,12.66882742,11.83155442,11.51133555,10.50729011,10.42454151,10.00443074,10.20686651,11.06902063,11.7044173,11.3778127,10.29400177,8.961645418
Albania,ALB,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.CG,2.13916E+11,2.10528E+11,2.09355E+11,1.96137E+11,2.0109E+11,1.98868E+11,2.10907E+11,2.37955E+11,2.56606E+11,2.5586E+11,2.37379E+11,2.12383E+11
Albania,ALB,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.CG.CD,2039044803,2041978640,1997849297,1840968744,1840136836,1741092590,1774567485,2222842336,2468311390,2606821274,2362449451,2260832209
Albania,ALB,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.CG.Z1,69.97753791,66.59141931,65.62145452,68.87216557,67.24634181,64.83070472,62.15330997,59.57375323,58.53017085,58.70296886,56.50037034,53.67792057
Albania,ALB,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.CG.CD,11262868317,11492847942,11388928440,12067003273,11870303409,11282626919,10805984659,11963394531,12343261840,13449698287,12966703517,13541795742
Albania,ALB,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.CG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.CG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.FC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.FC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.FC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.FC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.FC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.FC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.FC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.FC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.FC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.FC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.FC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.FC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.FC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.FC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.FC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.GG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.GG,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.GG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.GG.Z1,44.08570519,42.57743881,42.19785906,45.01966013,43.61328804,41.82720811,40.16914405,39.55408979,39.31243548,41.44239423,40.0204199,37.69066443
Albania,ALB,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.GG,7.44398E+11,7.57613E+11,7.67445E+11,8.4037E+11,8.41303E+11,8.31439E+11,8.30026E+11,8.5031E+11,8.61879E+11,9.31939E+11,9.22868E+11,8.93233E+11
Albania,ALB,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.GG.CD,7095583913,7348334591,7323647436,7887836568,7698604086,7279278950,6983813969,7943115145,8290488097,9495051265,9184593240,9508551630
Albania,ALB,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.GG.Z1,27.03122732,25.68583351,25.89373565,29.78229304,28.36995154,27.91556553,26.17133688,25.06339322,23.5358022,26.02303676,25.58288685,25.50893269
Albania,ALB,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.GG,4.56429E+11,4.57048E+11,4.70925E+11,5.55938E+11,5.47258E+11,5.54904E+11,5.40786E+11,5.38798E+11,5.15995E+11,5.85195E+11,5.8994E+11,6.04538E+11
Albania,ALB,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.GG.CD,4350669698,4433054316,4493986067,5218117139,5007855051,4858205884,4550152920,5033143710,4963398620,5962253693,5871213000,6435360244
Albania,ALB,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.GG.Z1,4.948457973,5.600571981,5.40099963,5.296198451,5.481940789,4.601052427,4.607017752,4.206088128,4.816740561,4.767404458,4.726499746,3.713971326
Albania,ALB,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.GG,83555900000,99655308500,98227027000,98862738000,1.05747E+11,91459500000,95196100000,90420000000,1.05601E+11,1.07207E+11,1.08993E+11,88017628280
Albania,ALB,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.GG.CD,796453150.3,966588831.2,937370235.7,927940097.6,967670488.7,800731045.4,800976861.6,844652031.8,1015788765,1092281239,1084720693,936955838.7
Albania,ALB,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.GG.Z1,12.1060199,11.29103332,10.90312378,9.94116864,9.761395716,9.310590155,9.390789415,10.28460845,10.95989272,10.65195302,9.711033309,8.467760422
Albania,ALB,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.GG,2.04413E+11,2.0091E+11,1.98293E+11,1.85569E+11,1.88298E+11,1.85075E+11,1.94045E+11,2.21092E+11,2.40283E+11,2.39537E+11,2.23936E+11,2.00678E+11
Albania,ALB,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.GG.CD,1948461064,1948691444,1892291133,1741779332,1723078546,1620342021,1632684187,2065319403,2311300713,2440516332,2228659547,2136235547
Albania,ALB,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.GG.Z1,69.27568107,65.91733525,64.85852434,68.15143629,66.30252046,63.86306583,61.0724751,58.53365708,57.45617332,57.65480219,55.61970046,52.9075728
Albania,ALB,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.GG.CD,11149904624,11376509445,11256518130,11940725226,11703700358,11114226643,10618070532,11754526030,12116769545,13209548160,12764591829,13347453412
Albania,ALB,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.GG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.GG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.NF,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.NF,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.NF,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Public Sector, All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.PS,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Public Sector, All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.PS,6.86438E+11,6.96203E+11,7.05288E+11,7.77938E+11,7.78721E+11,7.71527E+11,7.70164E+11,7.89405E+11,8.00529E+11,8.67859E+11,8.57635E+11,8.2625E+11
Albania,ALB,"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.PS,4.56429E+11,4.57048E+11,4.70925E+11,5.55938E+11,5.47258E+11,5.54904E+11,5.40786E+11,5.38798E+11,5.15995E+11,5.85195E+11,5.8994E+11,6.04538E+11
Albania,ALB,"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.PS,83555900000,99655308500,98227027000,98862738000,1.05747E+11,91459500000,95196100000,90420000000,1.05601E+11,1.07207E+11,1.08993E+11,88017628280
Albania,ALB,"Gross PSD, Public Sector, Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.PS,1.46453E+11,1.395E+11,1.36136E+11,1.23137E+11,1.25716E+11,1.25163E+11,1.34182E+11,1.60187E+11,1.78933E+11,1.75456E+11,1.58703E+11,1.33695E+11
Albania,ALB,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.PS.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.PS.CD,6543110364,6752699285,6730485684,7301836756,7125924547,6754743667,6480133532,7374171473,7700354392,8842169961,8535380680,8795512643
Albania,ALB,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.PS.CD,4350669698,4433054316,4493986067,5218117139,5007855051,4858205884,4550152920,5033143710,4963398620,5962253693,5871213000,6435360244
Albania,ALB,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.PS.CD,796453150.3,966588831.2,937370235.7,927940097.6,967670488.7,800731045.4,800976861.6,844652031.8,1015788765,1092281239,1084720693,936955838.7
Albania,ALB,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.PS.CD,1395987516,1353056138,1299129381,1155779519,1150399007,1095806738,1129003750,1496375732,1721167008,1787635028,1579446987,1423196560
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.BC,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.CG.Z1,31.05384214,28.79199669,27.67982368,31.33288328,30.23940768,28.72649869,26.95623379,24.65179474,23.57656792,23.99181595,22.89632574,21.52193836
Albania,ALB,"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.CG,5.24352E+11,5.12318E+11,5.03408E+11,5.84883E+11,5.8332E+11,5.71024E+11,5.57004E+11,5.2995E+11,5.16889E+11,5.39518E+11,5.27988E+11,5.1005E+11
Albania,ALB,"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.CG.CD,4998108610,4969139317,4803970491,5489794055,5337850870,4999334325,4686615226,4950487932,4971995586,5496871662,5254653478,5429526520
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.FC.Z1,0.408969569,0.384033432,1.465773161,1.437677418,1.410775966,1.379808887,1.324311144,1.198145978,1.154711578,1.054409764,1.03527228,0.96375719
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.FC,6905549277,6833403847,26657757767,26836744736,27213969579,27427775038,27364612603,25757035044,25315700052,23711127137,23873303079,22840139205
Albania,ALB,"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.FC.CD,65823556.16,66279377.76,254392191.7,251893605.6,249029736.3,240131107,230244952.5,240607520.3,243513852,241580510.8,237592579.2,243135406
Albania,ALB,"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.GG.Z1,31.05384214,28.79199669,27.67982368,31.33288328,30.23940768,28.72649869,26.95623379,24.65179474,23.57656792,23.99181595,22.89632574,21.52193836
Albania,ALB,"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.GG,5.24352E+11,5.12318E+11,5.03408E+11,5.84883E+11,5.8332E+11,5.71024E+11,5.57004E+11,5.2995E+11,5.16889E+11,5.39518E+11,5.27988E+11,5.1005E+11
Albania,ALB,"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.GG.CD,4998108610,4969139317,4803970491,5489794055,5337850870,4999334325,4686615226,4950487932,4971995586,5496871662,5254653478,5429526520
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Gross PSD, Public Sector, All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.PS,5.31257E+11,5.19152E+11,5.30066E+11,6.11719E+11,6.10534E+11,5.98452E+11,5.84369E+11,5.55707E+11,5.42204E+11,5.63229E+11,5.51861E+11,5.3289E+11
Albania,ALB,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.PS.CD,5063932166,5035418695,5058362683,5741687660,5586880606,5239465432,4916860178,5191095452,5215509438,5738452172,5492246057,5672661926
Argentina,ARG,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.BC,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.BC,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.CG.Z1,3.832215655,6.342537399,6.027954519,5.872209424,7.363984954,5.536276192,7.11664227,7.481806582,7.978642406,6.905639926,9.286542395,20.15897533
Argentina,ARG,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.BC.CD,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.BC.Z1,..,..,..,..,..,..,..,..,..,..,..,..
